round,f_00000,f_00001,f_00002,f_00003,f_00004,f_00005,f_00006,f_00007,f_00008,f_00009
0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,-0.035085923969745636,0.05843374505639076,0.13875800371170044,-0.024143069982528687,0.10636976361274719,0.0406259149312973,0.002475930377840996,0.022354988381266594,0.07724205404520035,0.04722253978252411
2,-0.00796887744218111,0.13627852499485016,0.06112329661846161,-0.3807203769683838,-0.13395901024341583,0.017692914232611656,0.1284409463405609,-0.023136084899306297,0.028403261676430702,-0.05561366677284241
3,0.049016065895557404,-0.07827192544937134,0.042034395039081573,-0.032326143234968185,-0.21115240454673767,0.029472244903445244,-0.10220229625701904,0.04416185989975929,-0.024095632135868073,0.01409200020134449
4,-0.10966669023036957,0.08724427968263626,0.11126313358545303,0.08590230345726013,0.028017809614539146,0.11073293536901474,0.0025161257945001125,-0.13924017548561096,0.011884764768183231,-0.03433048352599144
5,0.21369436383247375,0.3436028063297272,0.4074038565158844,0.13867837190628052,0.3480295240879059,0.33610421419143677,0.054812315851449966,0.1185738667845726,0.15308530628681183,-0.03364863991737366
6,0.06188412755727768,0.012329824268817902,-0.01966092735528946,0.008711742237210274,0.1007586345076561,0.005659993272274733,-0.007184674497693777,-0.06716073304414749,-0.019229372963309288,0.0403544157743454
7,0.13019101321697235,0.15157724916934967,0.10819920152425766,0.09167805314064026,0.30289122462272644,0.005098995286971331,0.07854203134775162,-0.07257223129272461,-0.17571479082107544,0.10592969506978989
8,0.06480242311954498,0.20762768387794495,0.059977248311042786,0.05723745748400688,0.11215478181838989,0.28806784749031067,-0.11515875905752182,0.038785237818956375,0.15996022522449493,-0.011891729198396206
9,-0.12227878719568253,-0.03483549505472183,-0.037473998963832855,0.17812681198120117,-0.0400061197578907,0.10948488116264343,-0.08301860839128494,0.11128995567560196,0.19466502964496613,0.021746743470430374
10,-0.01308856438845396,-0.07868450880050659,-0.08246347308158875,0.008521946147084236,0.11655198037624359,-0.08561987429857254,-0.025630898773670197,-0.033380914479494095,-0.15185844898223877,-0.2453613430261612
11,0.04555739089846611,0.13281124830245972,0.0403028279542923,-0.04198136925697327,-0.28733906149864197,-0.27941396832466125,0.009002132341265678,0.03138616308569908,0.23404058814048767,0.011954938061535358
12,-0.08349135518074036,-0.0857856422662735,0.010878101922571659,-0.06314031779766083,-0.021017778664827347,0.09075134992599487,-0.11164025962352753,0.05145327001810074,0.01799958571791649,0.08805962651968002
13,0.2646188735961914,0.34916767477989197,0.20545265078544617,0.0710793063044548,0.24272498488426208,0.2990206778049469,0.03215116262435913,0.19528505206108093,0.1379173845052719,0.073031485080719
14,-0.13482175767421722,0.06428499519824982,-0.04941660165786743,0.016622336581349373,-0.004376106895506382,0.22001709043979645,-0.12096549570560455,-0.003405987285077572,0.05690402165055275,-0.007787901442497969
15,0.10478038340806961,0.08087694644927979,0.11654358357191086,-0.08758603781461716,-0.08846195787191391,-0.036543115973472595,0.09943930059671402,-0.027293799445033073,0.23420211672782898,0.030717981979250908
16,0.002872639801353216,-0.0002042888809228316,0.15304069221019745,0.036890894174575806,0.17003443837165833,0.02172430045902729,-0.08918222039937973,-0.09494674950838089,-0.005056994967162609,0.02131761983036995
17,0.11835766583681107,-0.08344842493534088,-0.03492797911167145,0.03440360724925995,0.0791657343506813,0.09896013885736465,0.06212492287158966,-0.2707451581954956,-0.11650487035512924,-0.06399810314178467
18,0.07264973223209381,-0.11964354664087296,-0.09375067055225372,0.051697101444005966,0.15252938866615295,0.07482932507991791,-0.03800712153315544,-0.040731318295001984,-0.01926693134009838,0.022441552951931953
19,-0.11445929855108261,-0.055702801793813705,-0.027117663994431496,-0.13811102509498596,-0.13292016088962555,-0.07520084083080292,-0.1509169489145279,0.00749195646494627,0.14822304248809814,-0.0031539173796772957
20,-0.24459394812583923,0.028279146179556847,0.007460636552423239,0.33249565958976746,0.058581456542015076,0.11795467883348465,-0.13485360145568848,0.0020752663258463144,-0.161712184548378,-0.09748072922229767
21,0.042377982288599014,0.09212924540042877,0.12806767225265503,0.3745080828666687,0.1251215636730194,-0.082516148686409,0.1754283607006073,0.05197007581591606,0.18466900289058685,0.07087729126214981
22,-0.08554775267839432,-0.20884443819522858,-0.03961658105254173,0.008924894966185093,-0.026902340352535248,-0.2986595332622528,-0.05375222861766815,-0.038655973970890045,-0.14361059665679932,-0.12324239313602448
23,-0.0014579806011170149,0.16140994429588318,-0.0139986677095294,-0.3648929297924042,-0.10968898981809616,0.292846143245697,0.04058370366692543,0.019816311076283455,-0.020429056137800217,-0.03341049328446388
24,0.1404038518667221,0.017559638246893883,0.04612833261489868,0.03416908159852028,-0.1577548086643219,0.24978482723236084,-0.01655283384025097,-0.06109734997153282,0.05046553537249565,0.014917422086000443
25,0.020742954686284065,0.17321479320526123,-0.037642888724803925,-0.2712683081626892,0.13672003149986267,0.2728048264980316,-0.2689070701599121,0.05773196741938591,0.057594090700149536,-0.03174777701497078
26,-0.031172048300504684,0.09562858194112778,-0.03230723738670349,0.04220403730869293,0.16432198882102966,-0.08418475091457367,0.019071076065301895,0.19377851486206055,0.05393492430448532,0.031065983697772026
