round,cosine_drift
0,0.3991714947243794
1,0.4141474426074428
2,0.47338345931481046
3,0.5113561303362588
4,0.5351349273070091
5,0.5558569002059022
6,0.571356033779094
7,0.5785648797759527
8,0.5955816940113072
9,0.6052183475775347
10,0.6113459869887531
11,0.6160085891871117
12,0.6273194483996392
13,0.6283996642028395
14,0.6359684773839056
15,0.6400018208722454
16,0.6464333280114911
17,0.6559947450893101
18,0.657072595997622
19,0.6646894552299711
20,0.6637764452186703
21,0.6702366375242422
22,0.6762713890340465
23,0.6762462584956873
24,0.6846281129857659
25,0.6854186578227577
26,0.6816675894051779
27,0.6889506517854723
28,0.6889740312474619
29,0.6917022644979243
30,0.6968834360096232
31,0.6930418574206348
32,0.6979650061858841
33,0.7003768926010573
34,0.7068927584642888
35,0.7050340381007997
36,0.7136837700041372
37,0.7129198406727677
38,0.719245596298236
39,0.7117798725745897
40,0.7245166838152243
41,0.722278234001466
42,0.7287673477834583
43,0.7250526156283237
44,0.7265245801332488
45,0.7264129857060906
46,0.7370921842847498
47,0.7387902399300277
48,0.7327271397755502
49,0.7417598423047899
50,0.7472518880042299
51,0.7463104043342377
52,0.7484201857863723
53,0.7521989201291668
54,0.7510360052426627
55,0.7524562695030202
56,0.7609720051108609
57,0.761896630813294
58,0.7611948678176899
59,0.7646206965822672
60,0.7651974127065007
61,0.7745691397917496
62,0.7608679384336285
63,0.7827573253285576
64,0.7815468366428397
65,0.7896184752941064
66,0.7902643876325959
67,0.7946942533244366
68,0.7898695559605048
69,0.8060970175486836
70,0.8025847675803044
71,0.8134762931056614
72,0.8173537376140994
73,0.8180577534120771
74,0.8237861793102838
75,0.8303905275068608
76,0.8303753441452573
77,0.8338807240236575
78,0.8418015063211425
79,0.8465938258858801
80,0.8546974131233912
81,0.8583412084519135
82,0.8694604782441266
83,0.871448691229111
84,0.8792619169447977
85,0.8863612151550204
86,0.8889223934645131
87,0.8966362768821714
88,0.9012027742652016
89,0.9027954507236123
90,0.910654239987483
91,0.9130353592762841
92,0.9111863608851944
93,0.9166637237803766
94,0.9182321855030763
95,0.921771011543931
96,0.9260291146888107
97,0.926275298698711
98,0.9253974970921437
99,0.9274290824725195
