round,cosine_drift
0,0.561122272144896
1,0.39131272957763025
2,0.41591325205871665
3,0.433358355933391
4,0.44441795978090737
5,0.4270811407335009
6,0.4371753506688853
7,0.4804588380859178
8,0.4804079395055666
9,0.4713097818376562
10,0.4406836777308032
11,0.49004352635867676
12,0.48210740797936535
13,0.49463977236893436
14,0.47466901426088565
15,0.47169200115251436
16,0.5007498642755599
17,0.5001499458033029
18,0.5021286222794638
19,0.48092640391751224
20,0.48756460546811753
21,0.5142387256134773
22,0.5187499278361049
23,0.5062114627359763
24,0.5008855959219269
25,0.5188318532184003
26,0.530996464928124
27,0.5273117440010722
28,0.5318944149857415
29,0.5191156380515464
30,0.5283150682540174
31,0.5568043731811535
32,0.5377846534953696
33,0.5483420427380427
34,0.530779194270979
35,0.5465308183158744
36,0.5525343070749296
37,0.5470437824320861
38,0.5555899729697814
39,0.5441118115684735
40,0.5819809556998917
41,0.558394155205531
42,0.5466459161042687
43,0.5541704041467388
44,0.5692680094617559
45,0.5856316812861286
46,0.591957664752736
47,0.5890178145004421
48,0.5776668708896907
49,0.6065116244459563
50,0.5955219662983909
51,0.605310421521701
52,0.6008918767827713
53,0.6106017692955826
54,0.6058610284756965
55,0.6121597925920653
56,0.6438883007676957
57,0.6273712438654524
58,0.6433323588077342
59,0.6419056938385577
60,0.6467592601693252
61,0.6544637430635957
62,0.6505996113872424
63,0.6559201233850604
64,0.6638762181314616
65,0.6754745138435088
66,0.6770080082532449
67,0.6804738231571288
68,0.6995771839790901
69,0.7007345822636579
70,0.6971387762884922
71,0.718442156169345
72,0.7108539453276649
73,0.7230554522813317
74,0.7306590588658372
75,0.7457136635204693
76,0.7434605080855411
77,0.7495378674212037
78,0.7587803228691471
79,0.7726179309383848
80,0.7686715719110648
81,0.7790357805724073
82,0.790576748046079
83,0.7994840145948849
84,0.8044204358115643
85,0.8063151444332326
86,0.8135753956721502
87,0.8199565075397834
88,0.8224999057651694
89,0.833042776387218
90,0.835360048519288
91,0.8345766466281945
92,0.8411579429439382
93,0.8462667283973546
94,0.8454664105403107
95,0.8458620957105832
96,0.8461685368953306
97,0.8504071615939982
98,0.8494452375045041
99,0.8458611679476938
