round,f_00000,f_00001,f_00002,f_00003,f_00004,f_00005,f_00006,f_00007,f_00008,f_00009
0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,-0.007616875227540731,0.16924352943897247,-0.03380270674824715,0.06472654640674591,0.10431599617004395,0.587238609790802,0.09460508823394775,0.585854709148407,0.17705674469470978,0.08923995494842529
2,0.20842906832695007,0.060523778200149536,0.0243929885327816,0.3263476490974426,0.019312134012579918,0.7040431499481201,-0.038808126002550125,0.7065569758415222,0.15645825862884521,0.20569577813148499
3,0.2565259337425232,0.23080475628376007,0.1652773916721344,0.356106698513031,-0.10641558468341827,0.7367156744003296,-0.0738300234079361,0.7284707427024841,0.10358437895774841,0.24862302839756012
4,0.23469196259975433,0.24567173421382904,0.170130655169487,0.35304927825927734,-0.13798630237579346,0.6616688966751099,-0.10541623085737228,0.6780685186386108,0.09312595427036285,0.19648516178131104
5,0.25526174902915955,0.3566092550754547,0.10167749226093292,0.3996700346469879,-0.1285422295331955,0.5735579133033752,-0.17021900415420532,0.599841833114624,0.15115074813365936,0.22859682142734528
6,0.3384968042373657,0.48849937319755554,0.18133844435214996,0.46129074692726135,-0.18462969362735748,0.43845728039741516,-0.2323397845029831,0.4951322674751282,0.16203726828098297,0.2666705548763275
7,0.2839643359184265,0.48988771438598633,0.11860246956348419,0.35620924830436707,-0.15122266113758087,0.3403201699256897,-0.2676583528518677,0.3346365988254547,0.1077868863940239,0.2543327808380127
8,0.30505454540252686,0.43452224135398865,0.24676884710788727,0.40966886281967163,-0.20049141347408295,0.2885524034500122,-0.3189951181411743,0.33838289976119995,0.10712920129299164,0.3326700031757355
9,0.3462899327278137,0.47086215019226074,0.14725711941719055,0.341143399477005,-0.22535043954849243,0.14349059760570526,-0.40753161907196045,0.18805687129497528,0.018502717837691307,0.3720921277999878
10,0.49256443977355957,0.4277629852294922,0.16993921995162964,0.4035365581512451,-0.2720528244972229,0.2718651592731476,-0.417302668094635,0.2543904483318329,0.13103625178337097,0.41823428869247437
