round,f_00000,f_00001,f_00002,f_00003,f_00004,f_00005,f_00006,f_00007,f_00008,f_00009
0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,0.4268799424171448,0.40569472312927246,0.23589171469211578,-0.011141901835799217,0.25011923909187317,0.3593735992908478,0.15068770945072174,0.06975670903921127,0.3908253014087677,0.2562443017959595
2,0.3223721385002136,0.5548146963119507,0.5534023642539978,0.18405428528785706,0.32473090291023254,0.5601504445075989,0.3880745470523834,0.2655564844608307,0.46619126200675964,0.5524920225143433
3,0.5111631155014038,0.6650665402412415,0.6069647073745728,0.5761445760726929,0.532943069934845,0.6115765571594238,0.5661685466766357,0.6809415221214294,0.6194779872894287,0.5542311668395996
4,0.6102243065834045,0.6247446537017822,0.702468991279602,0.5474215149879456,0.5287536382675171,0.6794540286064148,0.6539624929428101,0.663263201713562,0.7018384337425232,0.6841243505477905
5,0.6047601103782654,0.680662989616394,0.6406772136688232,0.5529593229293823,0.3132958710193634,0.609375,0.5786727666854858,0.569125235080719,0.5955413579940796,0.505681037902832
6,0.26087960600852966,0.2737875282764435,0.12335522472858429,0.2472749650478363,0.24504661560058594,0.21644431352615356,0.23098300397396088,0.3378971517086029,0.3012363314628601,0.0666021779179573
7,0.07683251053094864,0.30377551913261414,0.24490414559841156,0.038441650569438934,0.050892915576696396,0.16872401535511017,0.31868305802345276,0.1710432767868042,0.0724596381187439,0.24590398371219635
8,-0.08226679265499115,0.0008620885200798512,0.15179981291294098,0.22341573238372803,0.05723412334918976,0.11379360407590866,0.2606895864009857,0.10241631418466568,0.20205728709697723,0.37240514159202576
9,0.10910574346780777,0.3143779933452606,0.3394177556037903,0.33043354749679565,-0.050207629799842834,0.11029380559921265,0.018180305138230324,0.3578484356403351,0.1395474523305893,0.01885637268424034
10,-0.08413280546665192,0.24640195071697235,0.18371842801570892,0.3526744246482849,0.041581232100725174,0.05743172764778137,-0.06413973122835159,0.09979420155286789,0.16727852821350098,-0.03449384495615959
11,0.373212069272995,0.21427884697914124,0.10800287127494812,0.023552678525447845,-0.032357536256313324,0.10165166854858398,0.09458209574222565,0.4387604892253876,0.27744409441947937,0.4764866232872009
12,0.07557816058397293,0.38822540640830994,-0.24510642886161804,-0.11803817749023438,-0.10995067656040192,-0.11850746721029282,0.03989894315600395,0.2522999048233032,0.03148975223302841,-0.3016906976699829
13,0.015324949286878109,0.13739646971225739,0.44115009903907776,0.5211827158927917,-0.10444111377000809,0.32188260555267334,0.08256970345973969,0.3013625741004944,0.3974531292915344,0.30564090609550476
14,0.1591194123029709,-0.2159179449081421,0.21051150560379028,0.1051928699016571,-0.24433717131614685,-0.11532048881053925,0.08094731718301773,0.1636236608028412,0.11248902231454849,0.10062219947576523
15,-0.14995570480823517,0.2510453760623932,0.2289968580007553,0.007673108950257301,-0.060529228299856186,0.24026024341583252,0.07476308196783066,0.05360942333936691,0.14916132390499115,-0.14338409900665283
16,0.1352722942829132,0.43013375997543335,0.1502600461244583,0.2306763231754303,-0.05465434119105339,0.026774197816848755,0.067598357796669,0.17210093140602112,0.1505226194858551,0.31625887751579285
17,0.2330297976732254,0.21036987006664276,0.36463093757629395,0.0018814518116414547,-0.20560315251350403,0.0879412591457367,0.11783663183450699,0.22598275542259216,0.32742324471473694,0.12566731870174408
18,0.15566563606262207,-0.2961840033531189,-0.2713867127895355,0.04790567606687546,0.13853289186954498,-0.3065090477466583,0.19097024202346802,-0.08351840823888779,0.024863185361027718,-0.2821478247642517
19,-0.3217058777809143,0.030699627473950386,0.11508885025978088,0.3217531144618988,-0.06566177308559418,0.03670419007539749,-0.16970713436603546,0.0539209358394146,0.15517553687095642,-0.13958027958869934
20,-0.006794916465878487,-0.057016078382730484,-0.11351212859153748,-0.26257550716400146,-0.11486762017011642,0.09790761023759842,-0.06702170521020889,0.12065698206424713,-0.16810277104377747,-0.0700305849313736
21,0.43671876192092896,0.541411817073822,0.020757729187607765,0.06344033032655716,-0.1157732829451561,0.058712188154459,-0.07797756046056747,0.1522822380065918,0.11006449162960052,-0.2408580631017685
22,0.03467728570103645,0.05723267048597336,-0.18671773374080658,0.02954002469778061,-0.1394142359495163,-0.09243900328874588,0.12119351327419281,0.24886630475521088,-0.0697091668844223,0.04406633973121643
23,-0.02256147377192974,0.24152715504169464,0.07578597962856293,0.3000216782093048,-0.011352025903761387,0.012666180729866028,0.13792745769023895,0.2345924973487854,0.29988864064216614,0.1344122290611267
24,0.0016992253949865699,0.14398419857025146,0.0510435551404953,-0.3221653997898102,-0.28354325890541077,0.0031428737565875053,-0.2931050956249237,0.23877403140068054,0.1693386435508728,-0.009689778089523315
25,0.1895572543144226,0.18940410017967224,0.1277022510766983,0.04416127875447273,0.21634964644908905,0.2983163297176361,-0.0008812915766611695,-0.1467479169368744,0.1361919790506363,0.13656188547611237
26,-0.07321170717477798,0.3022767901420593,0.15543869137763977,0.31314241886138916,-0.16818949580192566,-0.18028254806995392,-0.11548583209514618,0.15944741666316986,0.152347132563591,0.15695974230766296
27,0.11080125719308853,0.5194475650787354,-0.05979221686720848,0.11662084609270096,-0.27372515201568604,0.05494188144803047,-0.21511375904083252,0.44622257351875305,0.2701299488544464,-0.1079876646399498
28,0.16853421926498413,0.4379248321056366,0.057139307260513306,0.14111283421516418,-0.13910126686096191,0.006774997338652611,-0.16809672117233276,0.28880783915519714,0.0021409508772194386,-0.3506273031234741
29,0.15786461532115936,-0.030901120975613594,0.04202577471733093,0.072174072265625,-0.10508741438388824,-0.1707034409046173,0.22656936943531036,-0.0342155322432518,0.15506552159786224,-0.06790193915367126
30,-0.3243585526943207,0.03188445419073105,0.09524235129356384,0.5897518396377563,-0.2564637362957001,-0.06938283890485764,-0.03727179393172264,0.3185672461986542,0.07115431129932404,-0.3827627897262573
31,0.06740725040435791,0.20815859735012054,-0.1714862585067749,-0.12433896213769913,0.1436585932970047,-0.14756017923355103,-0.07126965373754501,0.30609315633773804,0.27776485681533813,-0.3500531017780304
32,0.12886694073677063,-0.07812188565731049,0.08098208904266357,0.1902822107076645,-0.221662238240242,0.009256554767489433,-0.08265842497348785,0.19302162528038025,-0.05560740828514099,-0.2638852596282959
33,0.35742026567459106,-0.08693930506706238,0.12480023503303528,0.12334302812814713,0.13381555676460266,-0.1594770848751068,0.10574393719434738,0.2273506373167038,-0.1907655894756317,0.15990400314331055
34,-0.10825888812541962,0.11439798027276993,0.039607662707567215,-0.06524341553449631,-0.26472190022468567,-0.08323490619659424,-0.2534986138343811,0.18657787144184113,0.1735856533050537,-0.027747806161642075
35,0.021325184032320976,-0.2606298327445984,-0.06544201076030731,-0.27427324652671814,0.07260996848344803,-0.16275298595428467,0.17721916735172272,0.16135534644126892,0.10419270396232605,-0.10790176689624786
36,-0.22366571426391602,0.22057273983955383,0.13203512132167816,-0.121572345495224,-0.17054210603237152,0.14249809086322784,-0.08581935614347458,0.33975738286972046,0.17635034024715424,0.11092570424079895
37,0.17245474457740784,-0.2022620141506195,-0.15891392529010773,-0.21130572259426117,0.14582954347133636,-0.13641808927059174,0.3696072995662689,0.412375807762146,0.12633387744426727,-0.048179563134908676
38,0.06196274235844612,0.05044206231832504,0.33118152618408203,-0.3675589859485626,-0.09752210974693298,0.024603715166449547,0.17571236193180084,0.05800861120223999,0.31961724162101746,0.1953659951686859
39,0.015274238772690296,-0.21505649387836456,0.2848943769931793,-0.08747465908527374,0.044429607689380646,-0.1758180558681488,-0.2994316518306732,0.3241347074508667,-0.007385468576103449,0.15855398774147034
40,0.0009589415276423097,0.23756137490272522,0.05250348523259163,-0.2616267502307892,-0.1851031631231308,-0.042885180562734604,-0.05701809003949165,0.012163974344730377,0.125979483127594,0.23608572781085968
41,-0.21402455866336823,0.16316215693950653,0.12369000911712646,0.3315581679344177,-0.14683453738689423,-0.04324866831302643,-0.33687275648117065,0.1646481156349182,-0.07518086582422256,0.00024834778741933405
42,0.07425770908594131,-0.11916259676218033,-0.31792911887168884,0.1058870181441307,0.3401322066783905,-0.18561017513275146,0.30619072914123535,0.1842983514070511,0.09522232413291931,-0.12145495414733887
43,0.3312108814716339,0.2777244746685028,0.14279581606388092,-0.002219557762145996,-0.290022611618042,-0.2509831190109253,-0.21052519977092743,0.5131357908248901,0.21373862028121948,-0.08560404181480408
44,0.025786615908145905,-0.004738726187497377,0.28879809379577637,-0.1975187361240387,-0.06663517653942108,0.04663807526230812,0.1784982979297638,-0.08902343362569809,0.4988059401512146,0.4032609462738037
45,0.1509733647108078,0.3442533314228058,-0.16059447824954987,0.22850266098976135,-0.08793853223323822,-0.16293059289455414,-8.752662688493729e-05,0.4663448929786682,0.33419060707092285,-0.23829872906208038
46,0.10635890066623688,-0.20017585158348083,-0.393515408039093,-0.003827125998213887,0.2772939205169678,-0.1268952637910843,0.4107334613800049,-0.27478906512260437,-0.2186347097158432,0.11757991462945938
47,0.08357298374176025,0.3054488003253937,0.07972452044487,-0.0970984473824501,0.05329499766230583,-0.031536951661109924,-0.41751113533973694,0.46600452065467834,0.42526909708976746,0.06280766427516937
