round,cosine_drift
0,0.6851926986848764
1,0.7014228584778548
2,0.7060849411526691
3,0.711388953919556
4,0.7191644989999258
5,0.7291493468155543
6,0.7383583432898535
7,0.7443576448266794
8,0.7514198148163136
9,0.758161284651193
10,0.7646000753936264
11,0.7690917489467516
12,0.7753567297059285
13,0.778412484147358
14,0.785242255314329
15,0.7891714598122788
16,0.793903011990416
17,0.7967799959058436
18,0.8018648153069458
19,0.804984573189923
20,0.8083612705977149
21,0.810877532454975
22,0.8145316062273498
23,0.8162165604821229
24,0.8195848043592261
25,0.822286811165275
26,0.8237310512204598
27,0.8270325145968859
28,0.8292978853408383
29,0.831543502981215
30,0.8341666202338126
31,0.8352044805647084
32,0.8376430822603824
33,0.8383596426565355
34,0.842494165375946
35,0.8438208065400289
36,0.8459646895782735
37,0.8476775825128029
38,0.8493536698703645
39,0.8510735497467556
40,0.8525386480088457
41,0.8551444040814634
42,0.8560519968578396
43,0.8593271012584273
44,0.8604474623574574
45,0.8626322993105195
46,0.8644093775857824
47,0.8661830325549312
48,0.8678192423817274
49,0.8690428751553392
50,0.8720207533527409
51,0.8732544456671656
52,0.8756748318680095
53,0.8773847437900091
54,0.8785934202033541
55,0.8811324253439254
56,0.8823689741484291
57,0.8837989306280647
58,0.8860504963283754
59,0.8878741746010742
60,0.8896268112760684
61,0.8910113450971606
62,0.8932901693089754
63,0.8952172187911032
64,0.8961976884404941
65,0.8979843994636812
66,0.8997830244627893
67,0.9015424491246317
68,0.9025348545083852
69,0.904564265081006
70,0.9069286436831037
71,0.9083825001213058
72,0.9097703527597769
73,0.9106536528698479
74,0.9119705054798677
75,0.9132917441319524
76,0.914944222977657
77,0.9156008030142582
78,0.9168827136859103
79,0.918199762662828
80,0.9189466513280303
81,0.920010670330276
82,0.921235725513096
83,0.9216826433305738
84,0.9225368403457753
85,0.9232557501044248
86,0.9244390197061747
87,0.9247249710754907
88,0.9258591071472069
89,0.925482765911785
90,0.9265311597470667
91,0.9269095515253807
92,0.9273970243512496
93,0.9276276616432311
94,0.926904274416208
95,0.9272372248435634
96,0.9271479942703577
97,0.9280737170249269
98,0.9268946068074345
99,0.9277984160324821
