round,f_00000,f_00001,f_00002,f_00003,f_00004,f_00005,f_00006,f_00007,f_00008,f_00009
0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,0.14049018919467926,0.02958124876022339,-0.03646314889192581,0.10515628010034561,0.08095945417881012,0.07257146388292313,0.005003397818654776,0.10107311606407166,0.15136225521564484,0.05688191577792168
2,0.1317274570465088,0.033418867737054825,-0.14460217952728271,0.2017817348241806,0.005904730409383774,0.09034444391727448,0.10520469397306442,0.1573803722858429,0.2102072685956955,0.12715435028076172
3,0.13667534291744232,0.0223217960447073,-0.1944846510887146,0.18828962743282318,0.018627800047397614,0.11242993921041489,0.09770574420690536,0.18802735209465027,0.21147571504116058,0.1007276326417923
4,0.14291532337665558,0.013869349844753742,-0.22311347723007202,0.19491887092590332,-0.039334800094366074,0.08514334261417389,0.15091802179813385,0.19161269068717957,0.27381035685539246,0.11720792949199677
5,0.126705601811409,0.02428305707871914,-0.2459183633327484,0.17420201003551483,-0.031139852479100227,0.11093961447477341,0.13093119859695435,0.1763039529323578,0.2596149742603302,0.12789790332317352
6,0.13796299695968628,0.021705511957406998,-0.2484821379184723,0.20798398554325104,-0.04640457406640053,0.0758480504155159,0.11544062942266464,0.19748549163341522,0.2303636372089386,0.0993017628788948
7,0.15369001030921936,0.009982995688915253,-0.2562136650085449,0.18554702401161194,-0.044260405004024506,0.06596355140209198,0.13859830796718597,0.1881963312625885,0.2439744472503662,0.1168208122253418
8,0.12528488039970398,0.008476024493575096,-0.26604291796684265,0.20504389703273773,-0.03674108162522316,0.08701354265213013,0.13992437720298767,0.19561414420604706,0.2358720302581787,0.08455514907836914
9,0.13080574572086334,0.033181603997945786,-0.30378350615501404,0.18680013716220856,-0.06235303729772568,0.09882915019989014,0.15502308309078217,0.1970880776643753,0.23860366642475128,0.10024262219667435
10,0.13039438426494598,0.018252350389957428,-0.29360780119895935,0.19684243202209473,-0.06482109427452087,0.08338690549135208,0.15857894718647003,0.1961173117160797,0.24695077538490295,0.12340378761291504
11,0.12046318501234055,0.0123292850330472,-0.30829092860221863,0.18625956773757935,-0.0398922897875309,0.0771319568157196,0.11570662260055542,0.20371399819850922,0.21944557130336761,0.11809760332107544
12,0.12463109940290451,-0.003973929211497307,-0.32902786135673523,0.19918814301490784,-0.04897089675068855,0.09284581989049911,0.14486871659755707,0.18887266516685486,0.23714900016784668,0.1022077202796936
13,0.13752612471580505,0.008058683015406132,-0.2848236560821533,0.20586083829402924,-0.10143720358610153,0.06853209435939789,0.1198265329003334,0.1926097720861435,0.22170281410217285,0.0911410003900528
14,0.1390366107225418,0.010096119716763496,-0.29077237844467163,0.17669488489627838,-0.05703970789909363,0.0881403461098671,0.12052570283412933,0.17882248759269714,0.24400265514850616,0.07388070225715637
15,0.15011164546012878,0.016388606280088425,-0.31676819920539856,0.18474417924880981,-0.07569283992052078,0.0741262212395668,0.15510067343711853,0.18795421719551086,0.24713057279586792,0.10129283368587494
16,0.14384706318378448,0.0186663456261158,-0.33024418354034424,0.17294923961162567,-0.08099163323640823,0.06629551947116852,0.14991377294063568,0.1964718997478485,0.25005629658699036,0.09348484128713608
17,0.145682692527771,0.020960642024874687,-0.34577202796936035,0.20321150124073029,-0.06217915937304497,0.08137629926204681,0.14092658460140228,0.1946285218000412,0.24785590171813965,0.09397498518228531
18,0.13815626502037048,0.014156089164316654,-0.326948344707489,0.15089133381843567,-0.04987527057528496,0.06270929425954819,0.124518983066082,0.1701461523771286,0.23850445449352264,0.09297140687704086
19,0.11567778140306473,0.008432669565081596,-0.3477940261363983,0.19500817358493805,-0.06871751695871353,0.08716273307800293,0.1486539989709854,0.19632594287395477,0.23316237330436707,0.10092413425445557
20,0.14151807129383087,-0.011072373017668724,-0.30389273166656494,0.1849832981824875,-0.07031800597906113,0.0716133639216423,0.12348838150501251,0.18069162964820862,0.24525177478790283,0.09716668725013733
21,0.11568833887577057,-0.0015714315231889486,-0.3206632733345032,0.16108699142932892,-0.05487543344497681,0.06534579396247864,0.15333963930606842,0.18715806305408478,0.23801656067371368,0.08230865746736526
22,0.14267610013484955,-0.00013315441901795566,-0.3340907096862793,0.17204156517982483,-0.06440769135951996,0.06752705574035645,0.136897474527359,0.17307554185390472,0.2193426489830017,0.1030598059296608
23,0.1402484029531479,-0.029137102887034416,-0.33255237340927124,0.19808922708034515,-0.0719490572810173,0.07529594004154205,0.13635598123073578,0.18672673404216766,0.25307682156562805,0.06319022923707962
24,0.13158197700977325,0.0008295780862681568,-0.3358459770679474,0.20968258380889893,-0.06139419972896576,0.06473929435014725,0.13505779206752777,0.1812049001455307,0.2543148398399353,0.07839550077915192
25,0.13889019191265106,-0.002370008733123541,-0.3225242495536804,0.1701423078775406,-0.08673917502164841,0.05406799912452698,0.1567114293575287,0.19468803703784943,0.25811493396759033,0.09017607569694519
26,0.13736003637313843,-0.007428345270454884,-0.31975650787353516,0.19178976118564606,-0.08051186054944992,0.03233981505036354,0.12187366932630539,0.18340276181697845,0.224956676363945,0.08286609500646591
27,0.12903763353824615,-0.003514097770676017,-0.3305516242980957,0.19214046001434326,-0.07337929308414459,0.04812691733241081,0.15712296962738037,0.1936018019914627,0.24970461428165436,0.07419448345899582
28,0.11369866132736206,-0.010337994433939457,-0.34369251132011414,0.22149620950222015,-0.0635693147778511,0.05701763927936554,0.1386953592300415,0.19743534922599792,0.24246886372566223,0.10133185982704163
29,0.16430507600307465,-0.017508037388324738,-0.3392639756202698,0.17866064608097076,-0.07547158002853394,0.062138549983501434,0.12992994487285614,0.17759092152118683,0.23829253017902374,0.054287388920784
30,0.1396898329257965,0.018286485224962234,-0.3619137108325958,0.16848671436309814,-0.09503646194934845,0.05728903412818909,0.1459418684244156,0.1949707567691803,0.2535347044467926,0.07903172820806503
31,0.15751071274280548,-0.00924166850745678,-0.36783406138420105,0.18102359771728516,-0.10375084728002548,0.06516118347644806,0.1667414903640747,0.20206104218959808,0.2441372275352478,0.08610498905181885
32,0.1240515187382698,-0.0018531217938289046,-0.341115802526474,0.19024723768234253,-0.08018113672733307,0.05057850852608681,0.12693308293819427,0.2024507373571396,0.2453947514295578,0.07670556008815765
33,0.1385241001844406,-0.008951069787144661,-0.34126192331314087,0.22151754796504974,-0.09301649034023285,0.060729578137397766,0.12125211954116821,0.18853427469730377,0.24345704913139343,0.07864943891763687
34,0.14722783863544464,-0.0252468790858984,-0.3327854573726654,0.1632695198059082,-0.09237844496965408,0.04879773408174515,0.11886550486087799,0.1912701278924942,0.2535405158996582,0.06826848536729813
35,0.12343139201402664,-0.009991027414798737,-0.3809249997138977,0.18068794906139374,-0.09149287641048431,0.08582162857055664,0.15917928516864777,0.18494106829166412,0.25493526458740234,0.052327387034893036
36,0.12924057245254517,-0.0027698506601154804,-0.37201228737831116,0.19246752560138702,-0.09645578265190125,0.07423066347837448,0.1293647736310959,0.20415674149990082,0.2524470090866089,0.08595045655965805
37,0.1461586207151413,-0.01828274130821228,-0.35994958877563477,0.16242915391921997,-0.05025962367653847,0.07204601168632507,0.1336694359779358,0.19627000391483307,0.25768953561782837,0.06979870796203613
38,0.13517490029335022,-0.005826328415423632,-0.377962201833725,0.18307004868984222,-0.08527690917253494,0.0408465638756752,0.1432945281267166,0.1900591105222702,0.2877952754497528,0.07687472552061081
39,0.11244864016771317,0.0021195379085838795,-0.36388805508613586,0.19229720532894135,-0.06996999680995941,0.028074190020561218,0.1255299299955368,0.18501587212085724,0.2624515891075134,0.08600813895463943
40,0.1535518318414688,0.006268276832997799,-0.37128472328186035,0.201579749584198,-0.08720667660236359,0.03725464269518852,0.11953137069940567,0.18515300750732422,0.2891242504119873,0.06856214255094528
41,0.12406418472528458,-0.003661115188151598,-0.36841288208961487,0.1912008672952652,-0.08811832219362259,0.053944770246744156,0.15237164497375488,0.1782316267490387,0.25918135046958923,0.060506854206323624
42,0.14917777478694916,-0.041906680911779404,-0.3793273866176605,0.21779708564281464,-0.08695444464683533,0.07505375891923904,0.15102162957191467,0.184191033244133,0.24777740240097046,0.07561427354812622
43,0.1525874137878418,-0.008105115965008736,-0.371985524892807,0.2065374255180359,-0.07555560767650604,0.040269870311021805,0.10448609292507172,0.1772994101047516,0.26853248476982117,0.05542190372943878
44,0.12225649505853653,-0.022188954055309296,-0.37743720412254333,0.19793987274169922,-0.07590705156326294,0.024320527911186218,0.15768490731716156,0.18855898082256317,0.27698612213134766,0.07796669006347656
45,0.14393940567970276,-0.008240208961069584,-0.3675954043865204,0.19810104370117188,-0.058487407863140106,0.047099389135837555,0.154300719499588,0.1738840937614441,0.2520938217639923,0.07452381402254105
46,0.13503901660442352,-0.006496770773082972,-0.38373470306396484,0.15922829508781433,-0.08374647051095963,0.05194401368498802,0.13081039488315582,0.1801043003797531,0.2374495416879654,0.06407598406076431
47,0.17087846994400024,-0.013075752183794975,-0.3863842487335205,0.1856844574213028,-0.07616057246923447,0.045357655733823776,0.1426987200975418,0.17145557701587677,0.26522770524024963,0.07253109663724899
48,0.12452042102813721,-0.030585717409849167,-0.36771976947784424,0.20492945611476898,-0.10902605950832367,0.056717708706855774,0.15514889359474182,0.19014209508895874,0.2706858813762665,0.06280263513326645
