round,cosine_drift
0,0.4023199695557371
1,0.3931165924329174
2,0.37599953839660893
3,0.3708990067668493
4,0.4121654479376246
5,0.4648657601293096
6,0.4955997664454626
7,0.5185329805987724
8,0.5427452043967522
9,0.5602950352892683
10,0.5809259574223518
11,0.5873995503965418
12,0.6104164288590483
13,0.6087430128750505
14,0.6235974849837514
15,0.6220240198996859
16,0.6344802643533669
17,0.638101373296591
18,0.6476357835991585
19,0.6456946729183652
20,0.662514517322345
21,0.649761109363725
22,0.6623300467209744
23,0.6572128988949414
24,0.6825498392281487
25,0.6584161417812404
26,0.6839373289813447
27,0.6832854594480687
28,0.6752760319038698
29,0.6822131371686015
30,0.6930847770968551
31,0.6929042826858582
32,0.6992793822255414
33,0.6981273567664665
34,0.7112746304256572
35,0.7194373484333215
36,0.7267798541324423
37,0.7170920401179754
38,0.7313557162338321
39,0.7436461139072819
40,0.7380481388542931
41,0.7335175318856345
42,0.7525884704545851
43,0.756766946992064
44,0.7464337936897194
45,0.762353071886301
46,0.7774975083013721
47,0.7681072592955951
48,0.7631695503759879
49,0.7708883472824419
50,0.7742928498499013
51,0.7848230107063441
52,0.796722565060972
53,0.8020680593269536
54,0.7993686491075632
55,0.8120678784752655
56,0.8086949824063179
57,0.8207405483770447
58,0.818637449759563
59,0.8278323061998705
60,0.8248089804419422
61,0.8371027555678752
62,0.8411608243543662
63,0.8402023029032039
64,0.8572575193821217
65,0.848644693306031
66,0.8623629257050233
67,0.8720805312250584
68,0.8732333353693256
69,0.8650719902834602
70,0.8742246809591403
71,0.8783225700255357
72,0.8827305439948028
73,0.8994367242405243
74,0.9158731334333992
75,0.8965622800821778
76,0.8938441473429808
77,0.9116412928837911
78,0.9088276854412576
79,0.9181278086837804
80,0.9076317450265093
81,0.9447189791020163
82,0.9269592140885258
83,0.9300123636505484
84,0.9421256273383379
85,0.9521732713699409
86,0.9523115146287634
87,0.946414737701816
88,0.9627309174735005
89,0.9733148109312124
90,0.9670543281233581
91,0.9798128566694393
92,0.9828546377122322
93,0.9796380794200806
94,0.9925055680734691
95,0.9921628841876999
96,0.996278768282316
97,0.9995349386514929
98,1.0024095944057163
99,1.003179055768315
