round,f_00000,f_00001,f_00002,f_00003,f_00004,f_00005,f_00006,f_00007,f_00008,f_00009
0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,0.0830758661031723,0.08038873970508575,0.043690603226423264,0.06774792075157166,0.05874378979206085,0.08875793218612671,-0.02291857637465,0.04301132261753082,0.04452435299754143,0.05814403295516968
2,0.08526217192411423,0.05859876424074173,0.08513010293245316,0.05609218031167984,0.03458590433001518,0.10711680352687836,0.01488159503787756,0.05662615969777107,0.046583157032728195,0.07432977855205536
3,0.10042627900838852,0.03746439516544342,0.10296517610549927,0.03139294311404228,0.07757176458835602,0.10079918056726456,0.011407935991883278,0.05829636752605438,0.0769205167889595,0.06790231168270111
4,0.09838774055242538,0.033993180841207504,0.1050393357872963,0.02995184063911438,0.07205695658922195,0.10334965586662292,0.022941546514630318,0.07394632697105408,0.11284659802913666,0.0867590606212616
5,0.08240410685539246,0.05876215174794197,0.10196109116077423,0.0379512645304203,0.07631484419107437,0.13750410079956055,0.04323306679725647,0.06751248240470886,0.0804111585021019,0.06954263895750046
6,0.0824897363781929,0.09073184430599213,0.10978437215089798,0.03988669440150261,0.07504640519618988,0.13296163082122803,-0.001367541728541255,0.05646981671452522,0.10217411816120148,0.057967450469732285
7,0.08003444224596024,0.049629610031843185,0.1033363789319992,0.05729738250374794,0.04519626870751381,0.16224399209022522,0.0062482175417244434,0.06044415757060051,0.10747683793306351,0.05779588222503662
8,0.1173030361533165,0.005120433401316404,0.11784329265356064,0.04360300675034523,0.06745442003011703,0.1415044665336609,0.02656877040863037,0.04134613648056984,0.13649897277355194,0.05111588537693024
9,0.09126163274049759,0.052693359553813934,0.11874644458293915,0.050818752497434616,0.027834294363856316,0.11557049304246902,0.02465415745973587,0.056462161242961884,0.09645339846611023,0.062470339238643646
10,0.06877738982439041,0.026616042479872704,0.12494969367980957,0.051919225603342056,0.053090598434209824,0.16462554037570953,-0.014007257297635078,0.050265733152627945,0.06846224516630173,0.07753022015094757
