round,f_00000,f_00001,f_00002,f_00003,f_00004,f_00005,f_00006,f_00007,f_00008,f_00009
0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,0.2975563704967499,0.6073048114776611,0.2990820109844208,0.3472959101200104,0.6070910692214966,0.6589193344116211,0.1775878667831421,0.6695258617401123,0.42100241780281067,0.605463981628418
2,-0.4319814145565033,0.6391469836235046,-0.026572920382022858,0.3396298587322235,0.6326438784599304,0.607352077960968,-0.22306466102600098,0.4053039848804474,-0.40264248847961426,0.6250770688056946
3,0.3758891820907593,-0.7662313580513,0.7853460311889648,-0.3523266911506653,-0.7645215392112732,0.27943122386932373,0.6798325777053833,0.6394937038421631,0.5603806376457214,-0.7767968773841858
4,0.23831024765968323,-0.8193803429603577,0.8453398942947388,-0.7818129658699036,-0.8242207169532776,-0.4369218051433563,0.06855831295251846,0.5394643545150757,0.3490692973136902,-0.8141289949417114
5,0.602442741394043,0.7466985583305359,0.6287185549736023,0.6317415237426758,0.7369541525840759,0.7750478982925415,0.05806116387248039,0.5766230225563049,0.21221153438091278,0.7489099502563477
6,0.24367618560791016,0.781966507434845,0.0887846127152443,0.17277580499649048,0.777324914932251,0.6748074889183044,0.17301657795906067,0.4764862358570099,0.1269889622926712,0.7756360769271851
7,-0.5654844045639038,0.8191378712654114,0.3026347756385803,0.240448459982872,0.8209851384162903,0.45051172375679016,0.047159694135189056,0.07020694017410278,0.08665385097265244,0.81064373254776
8,0.3109883666038513,-0.395608127117157,0.7270786762237549,0.3331565260887146,-0.3797754645347595,-0.0404287688434124,0.6827314496040344,0.5601726174354553,0.5593709945678711,-0.3966265618801117
9,0.41029343008995056,-0.6551053524017334,0.7656771540641785,-0.6171813607215881,-0.6522047519683838,-0.308928906917572,-0.027091611176729202,0.5382344722747803,0.4132375717163086,-0.6680994629859924
10,0.5647377967834473,0.8126547336578369,0.5305851101875305,0.7444460391998291,0.8098865151405334,0.7298195362091064,-0.17302733659744263,0.5534232258796692,0.18174390494823456,0.815637469291687
11,-0.25755518674850464,0.815587043762207,0.062035590410232544,0.2667708396911621,0.8121078014373779,0.6627622842788696,0.25796598196029663,0.21664361655712128,-0.08444874733686447,0.8077359795570374
12,-0.678357720375061,0.6067617535591125,0.5142878293991089,0.18782347440719604,0.602982759475708,0.5940545797348022,0.10774736106395721,-0.2272404581308365,0.14204272627830505,0.6022579669952393
13,0.38079336285591125,-0.6076302528381348,0.7753010392189026,-0.12169309705495834,-0.5847229361534119,-0.0708087757229805,0.5745841860771179,0.5227044224739075,0.5280904769897461,-0.587449848651886
14,0.7281975150108337,0.03994167223572731,0.6160600781440735,0.018976392224431038,0.05109993368387222,0.2176431119441986,-0.18900491297245026,0.654261589050293,0.5167716145515442,0.03095857985317707
15,0.43471506237983704,0.7302017211914062,0.21865487098693848,0.5614835023880005,0.7442660331726074,0.617436408996582,-0.11799449473619461,0.4498968720436096,0.06727933138608932,0.7268474102020264
16,-0.5572325587272644,0.8464835286140442,0.2534661591053009,0.23501034080982208,0.8436751365661621,0.6007071137428284,0.2829516530036926,0.041372332721948624,-0.20259366929531097,0.8422486186027527
17,-0.4117836654186249,0.1610821932554245,0.6856589317321777,0.2836180329322815,0.1438549906015396,0.6359809041023254,0.4450420141220093,-0.07347728312015533,0.35396143794059753,0.15695853531360626
